komentar,rating,tanggal,pengguna
mantap,5,2025-01-01 05:15:28,Tunta keche
"Edited, sekarang aplikasinya sudah berjalan lancar dengan baik. Saya berharap terus konsisten seperti ini, dan juga melakukan updating cybersecurity secara berkala. Love Indodax ♥️",5,2025-01-01 01:09:04,Derril Andiv
maaf saya kasi rating 2 soalnya saya sering sekali mengalami lelet saat ingin menjual / membeli suatu cypto yang berdampak pada jumlah profit yang harusnya saya dapat🙏🙏🙏🙏,2,2025-01-01 00:27:53,ga rzki
Aplikasi gila tiap bullish pasti pemeliharaan,3,2024-12-31 22:32:08,k arif
"Kami siap pindah exchange luar, jika ppn 12 % di berlakukan di indodax , crypto kok di atur pemerintah🙏🤭",3,2024-12-31 20:40:55,IAM NOOBQUEEN
"Indodax market yang mudah aman dan nyaman,transaksi aman untuk kalangan yang gaptek...maju terus indodax.",4,2024-12-31 19:11:38,romli achen
Good!,5,2024-12-31 16:03:39,Hanuri Pratama
Kurang real time,1,2024-12-31 15:59:50,willy marcow
Sangat bagus dan cukup lengkap,5,2024-12-31 12:18:02,arief firdaus (lifo)
"Bagua dan mudah, moga saya dapat hadiah di akhir tahun dari indodax.",5,2024-12-31 11:17:35,Akbar Tanjida
"Saya pengguna masih dri zaman bitcoin.co.id akun dari 2015. Sempat hialng nomor telepon dan proses recovery nya memakan waktu ber bulan bulan. Sekatang akunnya sudah bisa dipakai lagi. Sekarang yang jadi kendala saya deposit rupiah dan coin dri blockchhain bisa diproses dengan cepat. Eh, pas mau withdraw IDR ke rekening bank yang sama malah diminta update KTP dan info2 lainnya. Tidak tahu berapa lama waktu yang dibutuhkan untuk proses ini. Pelayanan supportnya lemot via email 👎",2,2024-12-31 10:53:40,Manto Inggar
Bagus,5,2024-12-31 06:05:12,Coffee Break
"Masih agak bingung sih,,,,,,,,,tapi bagus jugak .....",3,2024-12-31 04:23:59,Fizai Walker
"Pemerintah kagak ngasih fasilitas , udah boncos malah ppn naik",1,2024-12-31 01:17:27,Reno Aldo
Sdm rendah memberi ulasan positif karena iming iming giveaway 3 juta,3,2024-12-30 23:15:54,Nur Holidin
Aplikasinya sangat mudah di pahami dan di gunakan,5,2024-12-30 21:48:14,Al Ayubi
Mohon tambah kan akun virtual untuk penarikan ke apk dana atau qris,3,2024-12-30 20:35:53,asal aploud
Saya kasih Lima bintang karena saya puas atas semua pelayanannya mudah simpel untuk digunakan bagi pemula seperti saya,5,2024-12-30 19:42:44,Edi “Saputra” Naming
"Sudah yg kedua kali koin saya yg kena delisting , yg baru ini setelah di delisting tetap tidak ada konfirmasinya indodax kepada member yg koinnya sdah di delisting,apa informasi dan langkah2 yg menbantu member indodax",3,2024-12-30 18:22:57,Idoy Lian
Tempat trading crypto paling aman dan cepat,5,2024-12-30 16:53:37,RIZKI AGUSTIANSYAH
Males gw di telp selular mulu. Kaya pinjol amat,1,2024-12-30 15:39:12,Aziz Nazir
"Banyak Harga pasar tidak bergerak sedikitpun, dijual pada market order tidak bisa, sekelas indodax seharusnya tidak main curang seperti ini.. menjual 600.000 saja tidak bisa. dibilang transaksi terlalu besar..",1,2024-12-30 13:11:22,Apriyus Wendra
"Trading Trading, Dunia Berkembang (Edited) Lama Amat sistemnya sekali sekali ok lah, tpi ini berkali kali. Nama doang kripto mudah, pas di pakai kirim2 lama bener",2,2024-12-30 13:09:47,Zulfhan
"Puas dgn indodax, fitur transaksi dan analisis serta update informasi yg cepat..",5,2024-12-30 13:06:24,Rahman Dgsarring
"Susah masuknya,ber tele tele sekali syaratnya.",1,2024-12-30 13:04:36,Rian Gembira
sangat bagus,5,2024-12-30 12:51:44,M.Hairul Fahrizal XI PLUS
indodax adalah aplikasi invest yang paling terpercaya. Saya sangat terbantu dengan aplikasi ini,5,2024-12-30 12:27:19,gulo arif
Ok,5,2024-12-30 11:07:02,Yul yuli
Indodax memang mantap.,5,2024-12-30 10:36:10,musleh Maulana
"Sangat bagus , bagi pemula belajar trading",5,2024-12-30 08:18:13,daniel Damanik
"Mudah, Aman, Gak Ribet, Proses Depo/WD juga OK 👍👍👍 Kalau bisa ditingkatkan, mungkin ad ""pair""ing nya, misal XRP/BNB atau /BTC Salam berInvestasi High Risk High Profit DYOR 😎",5,2024-12-30 07:54:26,Satria Ivana
amannnnnn,5,2024-12-30 07:33:19,Rafly Rezkia Putra
"Aplikasinya bagus, fiturnya lengkap dan mudah di pahami juga, tapi sayang masih crash atau aplikasi terhenti",4,2024-12-30 06:47:13,Sam A
"ini apa ga bisa diwithdraw ya? Udah coba withdraw pulsa, bank BCA, bank BNI, & Bank Jago semuanya failed",1,2024-12-30 05:28:59,Muhamad Syamsudin
Platform yang keren,5,2024-12-30 05:03:48,Adry Nugraha77
Sangat puas dengan aplikasi indodax.. Untuk fitur cukup memuaskan Sebagai pemula di dunia kripto merasa terbantu User: fadhil_roykhan,5,2024-12-30 03:28:15,Fadhil roykhan
"tiap hari muncul pop up update ganggu banget, untuk sekelas aplikasi pro jelek parah, mana sering lemot muat data, payahh, mending aplikasi luar edit: setelah pembaruan terakhir ini pindah tab aja ngelag parah sialan, pdhl pembaruan jg cmn beda ui secuil pke dikit2 update",1,2024-12-30 03:27:39,Iqbal DwihaqY
sangat membantu untuk member yang baru terjun ke dunia treding,5,2024-12-30 03:18:00,Vickydwi Saputra
"sepertinya sangat bagus, dan saya baru belajar",5,2024-12-30 02:52:02,Adhie Soekamti
"Ke amanannya bagus, terbukti bertanggung jawab apabila kena serangan hack.. good job",5,2024-12-30 02:14:06,Abdul Hakim
Aplikasi jelek ini jangan di download mending download pintu / pluang aja lebih enak transaksi pun sangat cepat dibandingkan dengan indodax yang lelet,1,2024-12-30 01:43:11,Akun Pribadi
Apk nya sering maintance .. sering muncul indodax tidak ada tanggapan .. mohon di perbaiki..,3,2024-12-30 00:54:47,Nana Nana
best crypto invest,5,2024-12-30 00:31:54,EFFEL
Apk ynag sangat baik untuk invest crypto jangka panjang aman dan terpercaya,5,2024-12-29 23:35:47,Jaham Kcil
Oke,5,2024-12-29 23:27:01,Rendi Elparado
Fitur lengkap dan koin terupdate,5,2024-12-29 23:24:18,choirul umam
"Sangat bermanfaat, untuk jangka panjang",5,2024-12-29 23:15:57,rifki mega saputra
Untuk apk it's oke lah,5,2024-12-29 22:49:08,Pengguna Google
Sangat baik untuk invest jangka panjang,5,2024-12-29 22:45:13,Juan Kapantow
Bagus buat pemula...mudah untuk transaksi ..yuk daftar reff alfihasnal,5,2024-12-29 22:41:23,Alfi Enda
Exchange terbaik saat ini,5,2024-12-29 22:11:45,bayram dly
Indodax aplikasi kripto terbaik.,5,2024-12-29 21:44:34,Erlangga Tri wisnu wardana
Alhamdulilah dengan berinfestasi di indodak saya bs merubah nasib App ini bener2 app masa depan bukan cuman janji2 ini nyata adanya tabungan masa depan semoga teman2 pengguna app ini jg merasakan ap yang ak rasakan aamin ya allah,5,2024-12-29 21:30:24,nina sabani
"Cepat akses nya ke Indodax, mantap",5,2024-12-29 21:27:08,zodi61xl@gmail.com pasko250xl
Aplikasi terbaik dibanding dengan yang lainnya dan terjamin keamanannya,5,2024-12-29 21:26:39,Angga Putra
Alhamdulillah Bisa login kmbali stelah bertahun hilang akun Gmail.,5,2024-12-29 21:01:15,Muhammad Syamil
INDODAX adalah Apk terbaik dan memudahkan untuk berinvestasi di crypto dan INDODAX juga adalah dompet crypto yang mudah dalam mencairkan ke rupiah mapun dollar. Crypto adalah #AsetMasaDepan yang praktis . Thanks,5,2024-12-29 20:56:26,Idang Jaenudin
"saya sangat puas dengan aplikasi ini. Indodax adalah salah satu platform jual beli aset kripto yang menawarkan tampilan yang sederhana,mudah digunakan dan juga memiliki fitur seperti order book, chart harga, dan histori transaksi yang mudah diakses.Indodax memiliki Beragam pilihan aset kripto seperti Bitcoin dan Ethereum juga mendukung metode pembayaran lokal, seperti transfer bank dan Virtual Account memudah penggunanya untuk melakukan deposit dan penarikan dana. aprill007 #AsetMasaDepan",5,2024-12-29 20:35:21,April . N
Indodax adalah platform Terbaik sepanjang masa. Saya baru saja menggunakan dan mendapatkan profit yang sangat luar biasa. ✨️,5,2024-12-29 20:09:49,Hutomo mandala Putra
Sangat membantu sekali untuk pemula seperti saya untuk belajar crypto dan investasi,5,2024-12-29 20:09:19,Anang Subandono
Media sejahterakan masyarakat👍,5,2024-12-29 19:52:28,ino project chanel
"Saya termasuk pemula dalam hal kripto, dan indodax, benar-benar memudahkan saya untuk memahami trading kripto.",5,2024-12-29 19:30:55,Mahliga Pratiwindyanti
istimewaah,5,2024-12-29 19:11:50,Putra Danu
"Aplikasi yang bagus, simple dan ngga ribet",5,2024-12-29 19:07:17,Bryan Zidane Farreltino
Seru dan menghasilkan,5,2024-12-29 18:17:56,Ismi hidayat
"Indodax aplikasi yg luar biasa mantap,,mempermudah transaksi crypto .proses juga sangat cepat . @Hermantohdyt",5,2024-12-29 18:11:24,Hermanto Hdyt
donload indodax ok,5,2024-12-29 18:10:24,Ari aja
Mantap,5,2024-12-29 17:52:14,awex alviano OFFICIAL
Cuma indodax doank apk trading yg mudah di pahami dan lengkap koin nya. Love u Indodax.klobada bintang 10 aku kasih semua deh,5,2024-12-29 17:47:46,Bakoel Jahe
Kenapa agak lambat? Jaringan bagus kok.,5,2024-12-29 17:27:35,Jerri Hermanus
Aplikasi yang berkualitas dan legal. Serta telah diakui secara nasional. Semoga semua sukses.,5,2024-12-29 17:24:03,Yin Yang
Indodax sangat mantep puolll,5,2024-12-29 16:52:32,Labbib Afianto
mantap mudah di pahami untuk pemula,5,2024-12-29 16:41:13,mochamad kholiq
"Kecewa banget dengan apk ini,,, Karena proses penjualan saya ga di konfirmasi trus tanya ke live chat juga responnya mengesalkan,,, bikin kecewa banget",2,2024-12-29 16:27:39,Alex Keyri
"terimah kasih indodax atas semuanya,di indodax kita sangat dipermudahkan untuk melakukan transaksi crypto,jadi mulai sekarang ayo semau kawan-kawan beralih ke indodax. terimah kasih",5,2024-12-29 16:21:23,Andi Yusman
"Untuk pemula, fiturnya tidak membuat bingung dan modern, sangat mudah diakses dan terperinci.",5,2024-12-29 16:04:24,Hardin A P
Sangat bangus,5,2024-12-29 15:58:24,Thanos
Cukup simple mudah di pahami bagi yang pemula,5,2024-12-29 15:53:34,Agung Kkc
"Bissmillah Cocok untuk pemula seperti saya,, samgat mudah dipahami untuk grafik saham.. Bisalah recoment buat yg laen",5,2024-12-29 15:42:56,Dhika Gendhoon
ok saya suka,5,2024-12-29 15:29:28,My Deart
gampang banget pengoperasiannya,5,2024-12-29 15:12:12,sipe yok
Baru mencoba... Siapa tahu cuan...,4,2024-12-29 14:47:23,Awing Power
"Sebagai pemula, saya awalnya bingung dengan kripto. Tapi, INDODAX 3.0 mengubah semuanya. Antarmuka yang mudah dan tutorial yang jelas bikin saya cepat paham. Beli dan jual kripto jadi gampang. Berita dan analisis pasarnya juga lengkap. Pelayanan pelanggannya sabar banget. INDODAX 3.0 bikin saya yakin dengan trading kripto. @Akiw28 #AsetMasaDepan",5,2024-12-29 14:23:56,Rakha Fauzan Nugraha
Indodax mantap,5,2024-12-29 14:22:13,FAMILY WORSHIP
Cepat dan akurat,5,2024-12-29 13:31:19,Aspani Adi
Apk yang gampang kita mengerti apa lagi Ki crypto pemula yang ini terjun apk membantu kita buat belum paham crypto,5,2024-12-29 13:03:58,Muh Fahrul
Aplikasi ini fiktif dan manipulasi apa yang kalian beli jangan berharap bisa naik dimana harga crypto bisa berbeda dari aplikasi lain dan jika apl lain naik apl indodax malah 0% di stop pergerakanya ini namanya manipulatif pemain atau pemegang aset crypto gw jamin duit elu habis di sedot tidak bedanya dengan judol apl ini saya buka di apl lain yg resmi di Indonesia hanya apl ini yg me down harga crypto hati hati dan tarik segera dana kalian semua 🙏🏻,1,2024-12-29 12:53:37,Titi Yati
mantap pokoknya,5,2024-12-29 11:47:28,Lrc Lutfi
Mantap,5,2024-12-29 11:47:21,Iman Maulana
"Kenapa coin di indodax ga sama dengan harga coinmarket,terlalu murah Dimarket lain sudah naik di indodax masih murah beda jauh.🥺",5,2024-12-29 11:43:32,Dodi Safitra
"Saya merasa ada yg aneh, ketika mau jual APU saya taruh harga terendah namun selisih dengan cepat kayak otomatis selalu ada yg tau2 jual yg terendah lg 1 poin, dan saya ulang berkali-kali selalu begitu. Jadi saya putuskan withdraw semua dan saya uninstall 🙏",4,2024-12-29 11:42:47,Pandu
"Good ,sudah pakai,mudah digunakan,mudah dipahami, semoga kedepan bisa transfer dari lebih banyak bank yang lain",4,2024-12-29 11:27:05,Nasiqin
"Alasan saya pilih indodax karena sesuai dengan arahan idola saya pada salah satu karya buku academy crypto, dimana Coin nya banyak. Exchange lokal yang sudah lama. Keamanan terjamin karena reserve nya juga besar, pelayanan cs terbilang cepet. Walau kadang suka maintenance pas traffic tinggi tapi indodax tetap nyaman digunakan dan saya bangga menggunakan indodax karena paling terpercaya, saking gampangnya banget buat digunakan oleh kalangan muda seperti saya, tentunya buat pengguna di Indonesia.",5,2024-12-29 10:14:52,Cecep ali nurjaman
Indodax sangat mudah di gunakan! Fitur-fiturnya lengkap dan responsif,5,2024-12-29 09:47:20,Aldo rahman
Saya sangat suka aplikasi Indodax yang memudahkan transaksi crypto yg selama ini saya gunakan ditambah lagi dengan improvisasi fitur fitur baru yang makin komplit..keren sukses selalu untuk Indodax 😎,5,2024-12-29 09:19:13,Aisyah Seftian
"Aplikasi yang mudah dan fitur yang membantu,ada juga berita seputaran investasi dan crypto jadi ga susah lagi cari info untuk investasi👍👍",5,2024-12-29 08:16:05,rano krisna
"Coin yang hanya ada di indodax dan di delisting, saldo yang ada pada coin itu pun hilang begitu saja tanpa ada solusi pengembalian ke akun member (mengambil uang member dengan dalih delisting) Solusi dipindah/transfer ke exchange lain, sedangkan coin itu hanya ada di indodax, bagaimana memindahkan nya, 0 besar solusi tanpa tanggung jawab",1,2024-12-29 07:34:18,Alessia ZM
"Saya pengguna baru, aplikasinya sangat ramah sekali bagi pemula seperti saya. Karena dilengkapi dengan berbagai fitur pengajaran basic crypto dan juga info yang lengkap terkait isu-isu hangat seputar crypto. Bismillah meroket",5,2024-12-29 07:16:38,Hadiyan Jaya
Aplikasi sangat simple dan enak untuk digunakan tingkatkan terus dan sukses selalu indodax,5,2024-12-29 07:02:03,EKO ADI SAPUTRA
"Saya edit ulasan saya, karena kemarin lalu sudah lebih dari 12+ jam masalah salahsatu aset saya belum masuk, akhirnya pagi ini sudah masuk. Indodax cukup keren bisa mengatasi dari bsc scan tertera tapi sebelumnya tidak tertera di indodax, token yang hilang punya saya sudah ketemu ya ini. Terima kasih.. *semoga tambah canggih dan terdepan untuk Indonesia*",5,2024-12-29 06:56:46,Margaretha Widya
Mantap,5,2024-12-29 06:50:33,Andra Satriawan
"Sangat baik,",5,2024-12-29 06:28:46,Lina
Sangat mudah di pergunakan aplikasinya,5,2024-12-29 06:19:29,Nur Hasbi
"sangat bagus, dan sangat amann",5,2024-12-29 04:07:47,Weni Winarti
Apk saham favorit,5,2024-12-29 04:03:51,Khairul Ikhsan
"sungguh luar biasa,,untuk pemula sangat membantu, sangat menarik, saya akan merekomendasikan aplikasi ini ke orang lain.",5,2024-12-29 02:18:41,susanto HD
Semoga saya bisa menjadi orng sukses bersama indodax,5,2024-12-29 02:18:08,M Haris NP
Mantap Terimakasih Dengan menggunakan bisa mendapatkan penghasilan tambahan untuk kebutuhan sehari-hari dan bulanan,5,2024-12-29 01:56:51,Muhamad Jafar Yudipermana
bagus,5,2024-12-29 01:42:33,Dio Alif
Sedikit lebih mudah dari yg lain,5,2024-12-29 01:34:58,OmZan
Sangat sangat sangat 👍🏻,5,2024-12-29 00:53:19,Moh ilham darise (Lamar'D)
"saya kenal Indodax dari tahun 2016 , peluncuran App Indodax ini sangat mempermudah dalam Investasi Crypto dan sejauh ini indodax sala satu yg terbaik di indonesia, semoga berkembang terus dari waktu ke waktu.",5,2024-12-29 00:15:26,Davi Irwansyah
indodax adalah market crypto terpercaya di Indonesia,5,2024-12-29 00:08:06,Muhammad Marjuki
aplikasi trading yang bagus dan mudah dimengerti untuk pemula seperti saya. semoga kedepan makin sukses buat indodax,5,2024-12-28 23:59:59,bang rohman
"saya kasi 3 bintang dulu, karna ya belu mencoba nya.",3,2024-12-28 23:49:38,ELPIS Samba
"Apk yg simple. Gk ribet, gk bikin pusing. lebih trpecaya. L.",5,2024-12-28 23:47:05,Faizaldin Arubusman
Bagus buat treding cepat depo WD,5,2024-12-28 23:04:58,Adam Pasha
Apk mantap mudah di pahamin bagi pemula,5,2024-12-28 23:03:26,Kita Bersama
"Aplikasi mantap,, mudah untuk trading",5,2024-12-28 22:37:43,Fika Ardi Irawan
"aplikasi bagus, simpel cocok buat aku yg masih pemula di bursa crypto ini👍🏼👍🏼",5,2024-12-28 22:04:21,Miswandi Adriansyah
"Apk nya bagus, saya puas nggak lemot",5,2024-12-28 22:03:42,Bapa Yaya
Bagus,5,2024-12-28 21:55:56,Varianty Pricilia
Saya baru belajar dan saya kira ini adalah aplikasi trading yang sangat luar biasa,5,2024-12-28 21:54:26,Raja Soundginer
Mantab good jobs,5,2024-12-28 21:38:34,Budy Ebay57
"Saya sangat puas, sebagai seorang pemula dalam dunia trading, indodax adalah salah satu aplikasi yang sangat mudah untuk di gunakan dan di pahami karena ada penjelasan juga terkait dengan berbagai fitur yang ada dalam aplikasi indodax. Terimakasih banget indodax 😊",5,2024-12-28 21:25:20,Ven Venikelb
"Saya sangat puas menggunakan Indodax! Platform ini menawarkan pengalaman trading crypto yang lancar, aman dan mudah digunakan. Fitur-fiturnya sangat lengkap dan layanan pelanggannya sangat responsif. Saya sarankan Indodax untuk siapa saja yang ingin memulai trading crypto",5,2024-12-28 21:20:06,Yaziz Siregar
"Indodax the best,platform trending kripto yang ok",4,2024-12-28 20:56:35,Suryono Bethu
recommended bgt...user friendly dan aman,5,2024-12-28 20:50:59,Geitsha Angelina
Mantap semoga ada rezeki,5,2024-12-28 20:41:29,FARID ZUNAIDI
"jika ingin trading dengan sejuta kesulitan dan tanpa solusi atau tindakan dari tim support silahkan gunakan aplikasi ini, saya jamin anda merasa tidak nyaman",1,2024-12-28 20:39:35,Ryan Anggara
"Sebagai Platform Jual Beli Cryptocurrency terbesar di Indonesia, Indodax memberikan pengalaman yang luar biasa bagi pengguna, baik pemula maupun yang sudah berpengalaman. Proses Deposit dan Penarikan di Indodax sangat cepat dan transparan. Saya sangat merekomendasikan Indodax untuk siapa saja yang ingin memulai atau mengembangkan investasi di Cryptocurrency. Indodax, Gerbang Masa Depan Investasi Digital Anda..Dari Pemula Hingga Pro, Semua Nyaman di Indodax.",5,2024-12-28 20:21:10,Romy Eka Putra
Investasi cripto begitu mudah di indodax banyak pilihan aset dan tentunya sangat aman untuk investasi jangka panjang.,5,2024-12-28 20:18:27,Gustino Qiu8
"Username: itsreza21 Aplikasi memiliki antarmuka yang sederhana, sehingga cocok untuk pemula maupun pengguna berpengalaman. Panduan penggunaan tersedia dalam bahasa Indonesia. Beragam Aset Kripto: Indodax menyediakan banyak pilihan aset kripto, termasuk Bitcoin, Ethereum, dan koin lainnya yang populer maupun baru. 3. Keamanan Tinggi: Indodax menggunakan fitur keamanan seperti 2FA (Two-Factor Authentication), enkripsi data, dan otentikasi email untuk setiap transaksi. #AsetMasadepan",5,2024-12-28 19:51:38,mahabbah itsar putra sugandi
